infinitive,je|present,tu|present,il_elle_on|present,nous|present,vous|present,ils_elles|present,je|past,tu|past,il_elle_on|past,nous|past,vous|past,ils_elles|past,je|future,tu|future,il_elle_on|future,nous|future,vous|future,ils_elles|future
lisérer,lisère,lisères,lisère,lisérons,lisérez,lisèrent,lisérais,lisérais,lisérait,lisérions,lisériez,liséraient,lisèrerai;lisérerai,lisèreras;liséreras,lisèrera;lisérera,lisèrerons;lisérerons,lisèrerez;lisérerez,lisèreront;liséreront
méditer,médite,médites,médite,méditons,méditez,méditent,méditais,méditais,méditait,méditions,méditiez,méditaient,méditerai,méditeras,méditera,méditerons,méditerez,méditeront
louper,loupe,loupes,loupe,loupons,loupez,loupent,loupais,loupais,loupait,loupions,loupiez,loupaient,louperai,louperas,loupera,louperons,louperez,louperont
mendier,mendie,mendies,mendie,mendions,mendiez,mendient,mendiais,mendiais,mendiait,mendiions,mendiiez,mendiaient,mendierai,mendieras,mendiera,mendierons,mendierez,mendieront
mêler,mêle,mêles,mêle,mêlons,mêlez,mêlent,mêlais,mêlais,mêlait,mêlions,mêliez,mêlaient,mêlerai,mêleras,mêlera,mêlerons,mêlerez,mêleront
louer,loue,loues,loue,louons,louez,louent,louais,louais,louait,louions,louiez,louaient,louerai,loueras,louera,louerons,louerez,loueront
marcotter,marcotte,marcottes,marcotte,marcottons,marcottez,marcottent,marcottais,marcottais,marcottait,marcottions,marcottiez,marcottaient,marcotterai,marcotteras,marcottera,marcotterons,marcotterez,marcotteront
mensualiser,mensualise,mensualises,mensualise,mensualisons,mensualisez,mensualisent,mensualisais,mensualisais,mensualisait,mensualisions,mensualisiez,mensualisaient,mensualiserai,mensualiseras,mensualisera,mensualiserons,mensualiserez,mensualiseront
menotter,menotte,menottes,menotte,menottons,menottez,menottent,menottais,menottais,menottait,menottions,menottiez,menottaient,menotterai,menotteras,menottera,menotterons,menotterez,menotteront
légiférer,légifère,légifères,légifère,légiférons,légiférez,légifèrent,légiférais,légiférais,légiférait,légiférions,légifériez,légiféraient,légifèrerai;légiférerai,légifèreras;légiféreras,légifèrera;légiférera,légifèrerons;légiférerons,légifèrerez;légiférerez,légifèreront;légiféreront
lapider,lapide,lapides,lapide,lapidons,lapidez,lapident,lapidais,lapidais,lapidait,lapidions,lapidiez,lapidaient,lapiderai,lapideras,lapidera,lapiderons,lapiderez,lapideront
liarder,liarde,liardes,liarde,liardons,liardez,liardent,liardais,liardais,liardait,liardions,liardiez,liardaient,liarderai,liarderas,liardera,liarderons,liarderez,liarderont
matter,matte,mattes,matte,mattons,mattez,mattent,mattais,mattais,mattait,mattions,mattiez,mattaient,matterai,matteras,mattera,matterons,matterez,matteront
mentir,mens,mens,ment,mentons,mentez,mentent,mentais,mentais,mentait,mentions,mentiez,mentaient,mentirai,mentiras,mentira,mentirons,mentirez,mentiront
maximiser,maximise,maximises,maximise,maximisons,maximisez,maximisent,maximisais,maximisais,maximisait,maximisions,maximisiez,maximisaient,maximiserai,maximiseras,maximisera,maximiserons,maximiserez,maximiseront
mériter,mérite,mérites,mérite,méritons,méritez,méritent,méritais,méritais,méritait,méritions,méritiez,méritaient,mériterai,mériteras,méritera,mériterons,mériterez,mériteront
légumiser,légumise,légumises,légumise,légumisons,légumisez,légumisent,légumisais,légumisais,légumisait,légumisions,légumisiez,légumisaient,légumiserai,légumiseras,légumisera,légumiserons,légumiserez,légumiseront
lover,love,loves,love,lovons,lovez,lovent,lovais,lovais,lovait,lovions,loviez,lovaient,loverai,loveras,lovera,loverons,loverez,loveront
marginaliser,marginalise,marginalises,marginalise,marginalisons,marginalisez,marginalisent,marginalisais,marginalisais,marginalisait,marginalisions,marginalisiez,marginalisaient,marginaliserai,marginaliseras,marginalisera,marginaliserons,marginaliserez,marginaliseront
marauder,maraude,maraudes,maraude,maraudons,maraudez,maraudent,maraudais,maraudais,maraudait,maraudions,maraudiez,maraudaient,marauderai,marauderas,maraudera,marauderons,marauderez,marauderont
magasiner,magasine,magasines,magasine,magasinons,magasinez,magasinent,magasinais,magasinais,magasinait,magasinions,magasiniez,magasinaient,magasinerai,magasineras,magasinera,magasinerons,magasinerez,magasineront
malfaire,malfais,malfais,malfait,malfaisons,malfaites,malfont,malfaisais,malfaisais,malfaisait,malfaisions,malfaisiez,malfaisaient,malferai,malferas,malfera,malferons,malferez,malferont
lorgner,lorgne,lorgnes,lorgne,lorgnons,lorgnez,lorgnent,lorgnais,lorgnais,lorgnait,lorgnions,lorgniez,lorgnaient,lorgnerai,lorgneras,lorgnera,lorgnerons,lorgnerez,lorgneront
mâchonner,mâchonne,mâchonnes,mâchonne,mâchonnons,mâchonnez,mâchonnent,mâchonnais,mâchonnais,mâchonnait,mâchonnions,mâchonniez,mâchonnaient,mâchonnerai,mâchonneras,mâchonnera,mâchonnerons,mâchonnerez,mâchonneront
mener,mène,mènes,mène,menons,menez,mènent,menais,menais,menait,menions,meniez,menaient,mènerai,mèneras,mènera,mènerons,mènerez,mèneront
mécontenter,mécontente,mécontentes,mécontente,mécontentons,mécontentez,mécontentent,mécontentais,mécontentais,mécontentait,mécontentions,mécontentiez,mécontentaient,mécontenterai,mécontenteras,mécontentera,mécontenterons,mécontenterez,mécontenteront
maintenir,maintiens,maintiens,maintient,maintenons,maintenez,maintiennent,maintenais,maintenais,maintenait,maintenions,mainteniez,maintenaient,maintiendrai,maintiendras,maintiendra,maintiendrons,maintiendrez,maintiendront
mathématiser,mathématise,mathématises,mathématise,mathématisons,mathématisez,mathématisent,mathématisais,mathématisais,mathématisait,mathématisions,mathématisiez,mathématisaient,mathématiserai,mathématiseras,mathématisera,mathématiserons,mathématiserez,mathématiseront
merchandiser,merchandise,merchandises,merchandise,merchandisons,merchandisez,merchandisent,merchandisais,merchandisais,merchandisait,merchandisions,merchandisiez,merchandisaient,merchandiserai,merchandiseras,merchandisera,merchandiserons,merchandiserez,merchandiseront
lofer,lofe,lofes,lofe,lofons,lofez,lofent,lofais,lofais,lofait,lofions,lofiez,lofaient,loferai,loferas,lofera,loferons,loferez,loferont
légitimer,légitime,légitimes,légitime,légitimons,légitimez,légitiment,légitimais,légitimais,légitimait,légitimions,légitimiez,légitimaient,légitimerai,légitimeras,légitimera,légitimerons,légitimerez,légitimeront
lyser,lyse,lyses,lyse,lysons,lysez,lysent,lysais,lysais,lysait,lysions,lysiez,lysaient,lyserai,lyseras,lysera,lyserons,lyserez,lyseront
méfaire,méfais,méfais,méfait,méfaisons,méfaites,méfont,méfaisais,méfaisais,méfaisait,méfaisions,méfaisiez,méfaisaient,méferai,méferas,méfera,méferons,méferez,méferont
magouiller,magouille,magouilles,magouille,magouillons,magouillez,magouillent,magouillais,magouillais,magouillait,magouillions,magouilliez,magouillaient,magouillerai,magouilleras,magouillera,magouillerons,magouillerez,magouilleront
libéraliser,libéralise,libéralises,libéralise,libéralisons,libéralisez,libéralisent,libéralisais,libéralisais,libéralisait,libéralisions,libéralisiez,libéralisaient,libéraliserai,libéraliseras,libéralisera,libéraliserons,libéraliserez,libéraliseront
mater,mate,mates,mate,matons,matez,matent,matais,matais,matait,mations,matiez,mataient,materai,materas,matera,materons,materez,materont
lober,lobe,lobes,lobe,lobons,lobez,lobent,lobais,lobais,lobait,lobions,lobiez,lobaient,loberai,loberas,lobera,loberons,loberez,loberont
macadamiser,macadamise,macadamises,macadamise,macadamisons,macadamisez,macadamisent,macadamisais,macadamisais,macadamisait,macadamisions,macadamisiez,macadamisaient,macadamiserai,macadamiseras,macadamisera,macadamiserons,macadamiserez,macadamiseront
marmonner,marmonne,marmonnes,marmonne,marmonnons,marmonnez,marmonnent,marmonnais,marmonnais,marmonnait,marmonnions,marmonniez,marmonnaient,marmonnerai,marmonneras,marmonnera,marmonnerons,marmonnerez,marmonneront
larmoyer,larmoie,larmoies,larmoie,larmoyons,larmoyez,larmoient,larmoyais,larmoyais,larmoyait,larmoyions,larmoyiez,larmoyaient,larmoierai,larmoieras,larmoiera,larmoierons,larmoierez,larmoieront
marner,marne,marnes,marne,marnons,marnez,marnent,marnais,marnais,marnait,marnions,marniez,marnaient,marnerai,marneras,marnera,marnerons,marnerez,marneront
marteler,martèle,martèles,martèle,martelons,martelez,martèlent,martelais,martelais,martelait,martelions,marteliez,martelaient,martèlerai,martèleras,martèlera,martèlerons,martèlerez,martèleront
massacrer,massacre,massacres,massacre,massacrons,massacrez,massacrent,massacrais,massacrais,massacrait,massacrions,massacriez,massacraient,massacrerai,massacreras,massacrera,massacrerons,massacrerez,massacreront
maltraiter,maltraite,maltraites,maltraite,maltraitons,maltraitez,maltraitent,maltraitais,maltraitais,maltraitait,maltraitions,maltraitiez,maltraitaient,maltraiterai,maltraiteras,maltraitera,maltraiterons,maltraiterez,maltraiteront
méjuger,méjuge,méjuges,méjuge,méjugeons,méjugez,méjugent,méjugeais,méjugeais,méjugeait,méjugions,méjugiez,méjugeaient,méjugerai,méjugeras,méjugera,méjugerons,méjugerez,méjugeront
marbrer,marbre,marbres,marbre,marbrons,marbrez,marbrent,marbrais,marbrais,marbrait,marbrions,marbriez,marbraient,marbrerai,marbreras,marbrera,marbrerons,marbrerez,marbreront
mépriser,méprise,méprises,méprise,méprisons,méprisez,méprisent,méprisais,méprisais,méprisait,méprisions,méprisiez,méprisaient,mépriserai,mépriseras,méprisera,mépriserons,mépriserez,mépriseront
médailler,médaille,médailles,médaille,médaillons,médaillez,médaillent,médaillais,médaillais,médaillait,médaillions,médailliez,médaillaient,médaillerai,médailleras,médaillera,médaillerons,médaillerez,médailleront
marcher,marche,marches,marche,marchons,marchez,marchent,marchais,marchais,marchait,marchions,marchiez,marchaient,marcherai,marcheras,marchera,marcherons,marcherez,marcheront
manifester,manifeste,manifestes,manifeste,manifestons,manifestez,manifestent,manifestais,manifestais,manifestait,manifestions,manifestiez,manifestaient,manifesterai,manifesteras,manifestera,manifesterons,manifesterez,manifesteront
lubrifier,lubrifie,lubrifies,lubrifie,lubrifions,lubrifiez,lubrifient,lubrifiais,lubrifiais,lubrifiait,lubrifiions,lubrifiiez,lubrifiaient,lubrifierai,lubrifieras,lubrifiera,lubrifierons,lubrifierez,lubrifieront
maugréer,maugrée,maugrées,maugrée,maugréons,maugréez,maugréent,maugréais,maugréais,maugréait,maugréions,maugréiez,maugréaient,maugréerai,maugréeras,maugréera,maugréerons,maugréerez,maugréeront
marchander,marchande,marchandes,marchande,marchandons,marchandez,marchandent,marchandais,marchandais,marchandait,marchandions,marchandiez,marchandaient,marchanderai,marchanderas,marchandera,marchanderons,marchanderez,marchanderont
menacer,menace,menaces,menace,menaçons,menacez,menacent,menaçais,menaçais,menaçait,menacions,menaciez,menaçaient,menacerai,menaceras,menacera,menacerons,menacerez,menaceront
laïciser,laïcise,laïcises,laïcise,laïcisons,laïcisez,laïcisent,laïcisais,laïcisais,laïcisait,laïcisions,laïcisiez,laïcisaient,laïciserai,laïciseras,laïcisera,laïciserons,laïciserez,laïciseront
méprendre,méprends,méprends,méprend,méprenons,méprenez,méprennent,méprenais,méprenais,méprenait,méprenions,mépreniez,méprenaient,méprendrai,méprendras,méprendra,méprendrons,méprendrez,méprendront
ligaturer,ligature,ligatures,ligature,ligaturons,ligaturez,ligaturent,ligaturais,ligaturais,ligaturait,ligaturions,ligaturiez,ligaturaient,ligaturerai,ligatureras,ligaturera,ligaturerons,ligaturerez,ligatureront
matelasser,matelasse,matelasses,matelasse,matelassons,matelassez,matelassent,matelassais,matelassais,matelassait,matelassions,matelassiez,matelassaient,matelasserai,matelasseras,matelassera,matelasserons,matelasserez,matelasseront
lotir,lotis,lotis,lotit,lotissons,lotissez,lotissent,lotissais,lotissais,lotissait,lotissions,lotissiez,lotissaient,lotirai,lotiras,lotira,lotirons,lotirez,lotiront
ligner,ligne,lignes,ligne,lignons,lignez,lignent,lignais,lignais,lignait,lignions,ligniez,lignaient,lignerai,ligneras,lignera,lignerons,lignerez,ligneront
lamer,lame,lames,lame,lamons,lamez,lament,lamais,lamais,lamait,lamions,lamiez,lamaient,lamerai,lameras,lamera,lamerons,lamerez,lameront
laper,lape,lapes,lape,lapons,lapez,lapent,lapais,lapais,lapait,lapions,lapiez,lapaient,laperai,laperas,lapera,laperons,laperez,laperont
loguer,logue,logues,logue,loguons,loguez,loguent,loguais,loguais,loguait,loguions,loguiez,loguaient,loguerai,logueras,loguera,loguerons,loguerez,logueront
longer,longe,longes,longe,longeons,longez,longent,longeais,longeais,longeait,longions,longiez,longeaient,longerai,longeras,longera,longerons,longerez,longeront
lamenter,lamente,lamentes,lamente,lamentons,lamentez,lamentent,lamentais,lamentais,lamentait,lamentions,lamentiez,lamentaient,lamenterai,lamenteras,lamentera,lamenterons,lamenterez,lamenteront
licencier,licencie,licencies,licencie,licencions,licenciez,licencient,licenciais,licenciais,licenciait,licenciions,licenciiez,licenciaient,licencierai,licencieras,licenciera,licencierons,licencierez,licencieront
masculiniser,masculinise,masculinises,masculinise,masculinisons,masculinisez,masculinisent,masculinisais,masculinisais,masculinisait,masculinisions,masculinisiez,masculinisaient,masculiniserai,masculiniseras,masculinisera,masculiniserons,masculiniserez,masculiniseront
loger,loge,loges,loge,logeons,logez,logent,logeais,logeais,logeait,logions,logiez,logeaient,logerai,logeras,logera,logerons,logerez,logeront
luire,luis,luis,luit,luisons,luisez,luisent,luisais,luisais,luisait,luisions,luisiez,luisaient,luirai,luiras,luira,luirons,luirez,luiront
mélodramatiser,mélodramatise,mélodramatises,mélodramatise,mélodramatisons,mélodramatisez,mélodramatisent,mélodramatisais,mélodramatisais,mélodramatisait,mélodramatisions,mélodramatisiez,mélodramatisaient,mélodramatiserai,mélodramatiseras,mélodramatisera,mélodramatiserons,mélodramatiserez,mélodramatiseront
mégoter,mégote,mégotes,mégote,mégotons,mégotez,mégotent,mégotais,mégotais,mégotait,mégotions,mégotiez,mégotaient,mégoterai,mégoteras,mégotera,mégoterons,mégoterez,mégoteront
malmener,malmène,malmènes,malmène,malmenons,malmenez,malmènent,malmenais,malmenais,malmenait,malmenions,malmeniez,malmenaient,malmènerai,malmèneras,malmènera,malmènerons,malmènerez,malmèneront
magnifier,magnifie,magnifies,magnifie,magnifions,magnifiez,magnifient,magnifiais,magnifiais,magnifiait,magnifiions,magnifiiez,magnifiaient,magnifierai,magnifieras,magnifiera,magnifierons,magnifierez,magnifieront
niquer,nique,niques,nique,niquons,niquez,niquent,niquais,niquais,niquait,niquions,niquiez,niquaient,niquerai,niqueras,niquera,niquerons,niquerez,niqueront
métrer,mètre,mètres,mètre,métrons,métrez,mètrent,métrais,métrais,métrait,métrions,métriez,métraient,mètrerai;métrerai,mètreras;métreras,mètrera;métrera,mètrerons;métrerons,mètrerez;métrerez,mètreront;métreront
mimer,mime,mimes,mime,mimons,mimez,miment,mimais,mimais,mimait,mimions,mimiez,mimaient,mimerai,mimeras,mimera,mimerons,mimerez,mimeront
naturaliser,naturalise,naturalises,naturalise,naturalisons,naturalisez,naturalisent,naturalisais,naturalisais,naturalisait,naturalisions,naturalisiez,naturalisaient,naturaliserai,naturaliseras,naturalisera,naturaliserons,naturaliserez,naturaliseront
monnayer,monnaye;monnaie,monnayes;monnaies,monnaye;monnaie,monnayons,monnayez,monnayent;monnaient,monnayais,monnayais,monnayait,monnayions,monnayiez,monnayaient,monnayerai;monnaierai,monnayeras;monnaieras,monnayera;monnaiera,monnayerons;monnaierons,monnayerez;monnaierez,monnayeront;monnaieront
nier,nie,nies,nie,nions,niez,nient,niais,niais,niait,niions,niiez,niaient,nierai,nieras,niera,nierons,nierez,nieront
nucléariser,nucléarise,nucléarises,nucléarise,nucléarisons,nucléarisez,nucléarisent,nucléarisais,nucléarisais,nucléarisait,nucléarisions,nucléarisiez,nucléarisaient,nucléariserai,nucléariseras,nucléarisera,nucléariserons,nucléariserez,nucléariseront
natter,natte,nattes,natte,nattons,nattez,nattent,nattais,nattais,nattait,nattions,nattiez,nattaient,natterai,natteras,nattera,natterons,natterez,natteront
mithridatiser,mithridatise,mithridatises,mithridatise,mithridatisons,mithridatisez,mithridatisent,mithridatisais,mithridatisais,mithridatisait,mithridatisions,mithridatisiez,mithridatisaient,mithridatiserai,mithridatiseras,mithridatisera,mithridatiserons,mithridatiserez,mithridatiseront
